seed,fraction,class_index,class_name,positive_count,prevalence,full_positive_count,full_prevalence,prevalence_delta
42,0.05,0,atelectasis,400,0.10196278358399184,7996,0.10190141204057705,6.13715434147899e-05
42,0.05,1,cardiomegaly,97,0.02472597501911802,1950,0.02485089463220676,-0.0001249196130887406
42,0.05,2,effusion,463,0.11802192199847056,9261,0.1180226334301881,-7.114317175371809e-07
42,0.05,3,infiltration,695,0.17716033647718582,13914,0.17732069123719224,-0.00016035476000642035
42,0.05,4,mass,199,0.05072648483303594,3988,0.05082326553499516,-9.678070195921762e-05
42,0.05,5,nodule,218,0.055569717053275555,4375,0.0557552123158485,-0.00018549526257294335
42,0.05,6,pneumonia,49,0.012490440989039,978,0.01246367946169139,2.676152734761017e-05
42,0.05,7,pneumothorax,185,0.04715778740759623,3705,0.04721669980119284,-5.8912393596614876e-05
42,0.05,8,consolidation,163,0.04154983431047667,3263,0.041583830351225974,-3.399604074930118e-05
42,0.05,9,edema,84,0.021412184552638287,1690,0.021537442014579192,-0.0001252574619409058
42,0.05,10,emphysema,90,0.022941626306398163,1799,0.022926543304276903,1.508300212126057e-05
42,0.05,11,fibrosis,58,0.014784603619678817,1158,0.014757608196972014,2.699542270680373e-05
42,0.05,12,pleural,114,0.029059393321437674,2279,0.029043686598358567,1.5706723079107754e-05
42,0.05,13,hernia,7,0.0017843487127198571,144,0.001835142988224499,-5.079427550464194e-05
42,0.1,0,atelectasis,800,0.10194978972855868,7996,0.10190141204057705,4.837768798163222e-05
42,0.1,1,cardiomegaly,195,0.02485026124633618,1950,0.02485089463220676,-6.333858705818984e-07
42,0.1,2,effusion,926,0.11800688161080668,9261,0.1180226334301881,-1.575181938141823e-05
42,0.1,3,infiltration,1391,0.1772651968905314,13914,0.17732069123719224,-5.54943466608282e-05
42,0.1,4,mass,399,0.05084745762711865,3988,0.05082326553499516,2.4192092123488662e-05
42,0.1,5,nodule,437,0.05569007263922518,4375,0.0557552123158485,-6.513967662331865e-05
42,0.1,6,pneumonia,98,0.012488849241748439,978,0.01246367946169139,2.5169780057048702e-05
42,0.1,7,pneumothorax,370,0.04715177774945839,3705,0.04721669980119284,-6.492205173445204e-05
42,0.1,8,consolidation,326,0.04154453931438767,3263,0.041583830351225974,-3.9291036838307036e-05
42,0.1,9,edema,169,0.02153689308015802,1690,0.021537442014579192,-5.489344211719038e-07
42,0.1,10,emphysema,180,0.022938702688925703,1799,0.022926543304276903,1.2159384648800092e-05
42,0.1,11,fibrosis,116,0.01478271951064101,1158,0.014757608196972014,2.5111313668996563e-05
42,0.1,12,pleural,228,0.029055690072639227,2279,0.029043686598358567,1.2003474280659898e-05
42,0.1,13,hernia,14,0.001784121320249777,144,0.001835142988224499,-5.102166797472203e-05
42,0.25,0,atelectasis,1999,0.10190141204057705,7996,0.10190141204057705,0.0
42,0.25,1,cardiomegaly,487,0.024825406535148087,1950,0.02485089463220676,-2.5488097058674192e-05
42,0.25,2,effusion,2315,0.11800988938165877,9261,0.1180226334301881,-1.2744048529328422e-05
42,0.25,3,infiltration,3478,0.17729520314013356,13914,0.17732069123719224,-2.54880970586846e-05
42,0.25,4,mass,997,0.05082326553499516,3988,0.05082326553499516,0.0
42,0.25,5,nodule,1093,0.055716980170260486,4375,0.0557552123158485,-3.823214558801302e-05
42,0.25,6,pneumonia,244,0.012438191364632716,978,0.01246367946169139,-2.5488097058674192e-05
42,0.25,7,pneumothorax,926,0.04720395575266351,3705,0.04721669980119284,-1.2744048529335361e-05
42,0.25,8,consolidation,816,0.041596574399755316,3263,0.041583830351225974,1.27440485293423e-05
42,0.25,9,edema,422,0.021511953917520518,1690,0.021537442014579192,-2.5488097058674192e-05
42,0.25,10,emphysema,450,0.022939287352806238,1799,0.022926543304276903,1.2744048529335361e-05
42,0.25,11,fibrosis,289,0.014732120099913341,1158,0.014757608196972014,-2.5488097058672457e-05
42,0.25,12,pleural,569,0.029005454452770557,2279,0.029043686598358567,-3.823214558800955e-05
42,0.25,13,hernia,36,0.001835142988224499,144,0.001835142988224499,0.0
42,0.5,0,atelectasis,3998,0.10190141204057705,7996,0.10190141204057705,0.0
42,0.5,1,cardiomegaly,975,0.02485089463220676,1950,0.02485089463220676,0.0
42,0.5,2,effusion,4630,0.11800988938165877,9261,0.1180226334301881,-1.2744048529328422e-05
42,0.5,3,infiltration,6957,0.17732069123719224,13914,0.17732069123719224,0.0
42,0.5,4,mass,1994,0.05082326553499516,3988,0.05082326553499516,0.0
42,0.5,5,nodule,2187,0.05574246826731916,4375,0.0557552123158485,-1.2744048529335361e-05
42,0.5,6,pneumonia,489,0.01246367946169139,978,0.01246367946169139,0.0
42,0.5,7,pneumothorax,1853,0.04722944384972218,3705,0.04721669980119284,1.2744048529335361e-05
42,0.5,8,consolidation,1632,0.041596574399755316,3263,0.041583830351225974,1.27440485293423e-05
42,0.5,9,edema,845,0.021537442014579192,1690,0.021537442014579192,0.0
42,0.5,10,emphysema,900,0.022939287352806238,1799,0.022926543304276903,1.2744048529335361e-05
42,0.5,11,fibrosis,579,0.014757608196972014,1158,0.014757608196972014,0.0
42,0.5,12,pleural,1139,0.02903094254982923,2279,0.029043686598358567,-1.2744048529335361e-05
42,0.5,13,hernia,72,0.001835142988224499,144,0.001835142988224499,0.0
42,1.0,0,atelectasis,7996,0.10190141204057705,7996,0.10190141204057705,0.0
42,1.0,1,cardiomegaly,1950,0.02485089463220676,1950,0.02485089463220676,0.0
42,1.0,2,effusion,9261,0.1180226334301881,9261,0.1180226334301881,0.0
42,1.0,3,infiltration,13914,0.17732069123719224,13914,0.17732069123719224,0.0
42,1.0,4,mass,3988,0.05082326553499516,3988,0.05082326553499516,0.0
42,1.0,5,nodule,4375,0.0557552123158485,4375,0.0557552123158485,0.0
42,1.0,6,pneumonia,978,0.01246367946169139,978,0.01246367946169139,0.0
42,1.0,7,pneumothorax,3705,0.04721669980119284,3705,0.04721669980119284,0.0
42,1.0,8,consolidation,3263,0.041583830351225974,3263,0.041583830351225974,0.0
42,1.0,9,edema,1690,0.021537442014579192,1690,0.021537442014579192,0.0
42,1.0,10,emphysema,1799,0.022926543304276903,1799,0.022926543304276903,0.0
42,1.0,11,fibrosis,1158,0.014757608196972014,1158,0.014757608196972014,0.0
42,1.0,12,pleural,2279,0.029043686598358567,2279,0.029043686598358567,0.0
42,1.0,13,hernia,144,0.001835142988224499,144,0.001835142988224499,0.0
47,0.05,0,atelectasis,400,0.10196278358399184,7996,0.10190141204057705,6.13715434147899e-05
47,0.05,1,cardiomegaly,97,0.02472597501911802,1950,0.02485089463220676,-0.0001249196130887406
47,0.05,2,effusion,463,0.11802192199847056,9261,0.1180226334301881,-7.114317175371809e-07
47,0.05,3,infiltration,696,0.17741524343614581,13914,0.17732069123719224,9.455219895357359e-05
47,0.05,4,mass,199,0.05072648483303594,3988,0.05082326553499516,-9.678070195921762e-05
47,0.05,5,nodule,219,0.055824624012235535,4375,0.0557552123158485,6.94116963870367e-05
47,0.05,6,pneumonia,49,0.012490440989039,978,0.01246367946169139,2.676152734761017e-05
47,0.05,7,pneumothorax,185,0.04715778740759623,3705,0.04721669980119284,-5.8912393596614876e-05
47,0.05,8,consolidation,163,0.04154983431047667,3263,0.041583830351225974,-3.399604074930118e-05
47,0.05,9,edema,84,0.021412184552638287,1690,0.021537442014579192,-0.0001252574619409058
47,0.05,10,emphysema,90,0.022941626306398163,1799,0.022926543304276903,1.508300212126057e-05
47,0.05,11,fibrosis,58,0.014784603619678817,1158,0.014757608196972014,2.699542270680373e-05
47,0.05,12,pleural,114,0.029059393321437674,2279,0.029043686598358567,1.5706723079107754e-05
47,0.05,13,hernia,7,0.0017843487127198571,144,0.001835142988224499,-5.079427550464194e-05
47,0.1,0,atelectasis,800,0.10194978972855868,7996,0.10190141204057705,4.837768798163222e-05
47,0.1,1,cardiomegaly,195,0.02485026124633618,1950,0.02485089463220676,-6.333858705818984e-07
47,0.1,2,effusion,926,0.11800688161080668,9261,0.1180226334301881,-1.575181938141823e-05
47,0.1,3,infiltration,1392,0.1773926341276921,13914,0.17732069123719224,7.19428904998598e-05
47,0.1,4,mass,399,0.05084745762711865,3988,0.05082326553499516,2.4192092123488662e-05
47,0.1,5,nodule,438,0.05581750987638588,4375,0.0557552123158485,6.229756053738322e-05
47,0.1,6,pneumonia,98,0.012488849241748439,978,0.01246367946169139,2.5169780057048702e-05
47,0.1,7,pneumothorax,371,0.04727921498661909,3705,0.04721669980119284,6.251518542624984e-05
47,0.1,8,consolidation,326,0.04154453931438767,3263,0.041583830351225974,-3.9291036838307036e-05
47,0.1,9,edema,169,0.02153689308015802,1690,0.021537442014579192,-5.489344211719038e-07
47,0.1,10,emphysema,180,0.022938702688925703,1799,0.022926543304276903,1.2159384648800092e-05
47,0.1,11,fibrosis,116,0.01478271951064101,1158,0.014757608196972014,2.5111313668996563e-05
47,0.1,12,pleural,228,0.029055690072639227,2279,0.029043686598358567,1.2003474280659898e-05
47,0.1,13,hernia,14,0.001784121320249777,144,0.001835142988224499,-5.102166797472203e-05
47,0.25,0,atelectasis,1999,0.10190141204057705,7996,0.10190141204057705,0.0
47,0.25,1,cardiomegaly,487,0.024825406535148087,1950,0.02485089463220676,-2.5488097058674192e-05
47,0.25,2,effusion,2315,0.11800988938165877,9261,0.1180226334301881,-1.2744048529328422e-05
47,0.25,3,infiltration,3479,0.1773461793342509,13914,0.17732069123719224,2.5488097058656844e-05
47,0.25,4,mass,997,0.05082326553499516,3988,0.05082326553499516,0.0
47,0.25,5,nodule,1094,0.055767956364377834,4375,0.0557552123158485,1.2744048529335361e-05
47,0.25,6,pneumonia,244,0.012438191364632716,978,0.01246367946169139,-2.5488097058674192e-05
47,0.25,7,pneumothorax,927,0.047254931946780855,3705,0.04721669980119284,3.823214558801302e-05
47,0.25,8,consolidation,816,0.041596574399755316,3263,0.041583830351225974,1.27440485293423e-05
47,0.25,9,edema,423,0.021562930111637867,1690,0.021537442014579192,2.5488097058674192e-05
47,0.25,10,emphysema,450,0.022939287352806238,1799,0.022926543304276903,1.2744048529335361e-05
47,0.25,11,fibrosis,290,0.014783096294030688,1158,0.014757608196972014,2.5488097058674192e-05
47,0.25,12,pleural,570,0.029056430646887902,2279,0.029043686598358567,1.2744048529335361e-05
47,0.25,13,hernia,36,0.001835142988224499,144,0.001835142988224499,0.0
47,0.5,0,atelectasis,3998,0.10190141204057705,7996,0.10190141204057705,0.0
47,0.5,1,cardiomegaly,975,0.02485089463220676,1950,0.02485089463220676,0.0
47,0.5,2,effusion,4631,0.11803537747871744,9261,0.1180226334301881,1.27440485293423e-05
47,0.5,3,infiltration,6957,0.17732069123719224,13914,0.17732069123719224,0.0
47,0.5,4,mass,1994,0.05082326553499516,3988,0.05082326553499516,0.0
47,0.5,5,nodule,2188,0.055767956364377834,4375,0.0557552123158485,1.2744048529335361e-05
47,0.5,6,pneumonia,489,0.01246367946169139,978,0.01246367946169139,0.0
47,0.5,7,pneumothorax,1853,0.04722944384972218,3705,0.04721669980119284,1.2744048529335361e-05
47,0.5,8,consolidation,1632,0.041596574399755316,3263,0.041583830351225974,1.27440485293423e-05
47,0.5,9,edema,845,0.021537442014579192,1690,0.021537442014579192,0.0
47,0.5,10,emphysema,900,0.022939287352806238,1799,0.022926543304276903,1.2744048529335361e-05
47,0.5,11,fibrosis,579,0.014757608196972014,1158,0.014757608196972014,0.0
47,0.5,12,pleural,1140,0.029056430646887902,2279,0.029043686598358567,1.2744048529335361e-05
47,0.5,13,hernia,72,0.001835142988224499,144,0.001835142988224499,0.0
47,1.0,0,atelectasis,7996,0.10190141204057705,7996,0.10190141204057705,0.0
47,1.0,1,cardiomegaly,1950,0.02485089463220676,1950,0.02485089463220676,0.0
47,1.0,2,effusion,9261,0.1180226334301881,9261,0.1180226334301881,0.0
47,1.0,3,infiltration,13914,0.17732069123719224,13914,0.17732069123719224,0.0
47,1.0,4,mass,3988,0.05082326553499516,3988,0.05082326553499516,0.0
47,1.0,5,nodule,4375,0.0557552123158485,4375,0.0557552123158485,0.0
47,1.0,6,pneumonia,978,0.01246367946169139,978,0.01246367946169139,0.0
47,1.0,7,pneumothorax,3705,0.04721669980119284,3705,0.04721669980119284,0.0
47,1.0,8,consolidation,3263,0.041583830351225974,3263,0.041583830351225974,0.0
47,1.0,9,edema,1690,0.021537442014579192,1690,0.021537442014579192,0.0
47,1.0,10,emphysema,1799,0.022926543304276903,1799,0.022926543304276903,0.0
47,1.0,11,fibrosis,1158,0.014757608196972014,1158,0.014757608196972014,0.0
47,1.0,12,pleural,2279,0.029043686598358567,2279,0.029043686598358567,0.0
47,1.0,13,hernia,144,0.001835142988224499,144,0.001835142988224499,0.0
52,0.05,0,atelectasis,400,0.10196278358399184,7996,0.10190141204057705,6.13715434147899e-05
52,0.05,1,cardiomegaly,97,0.02472597501911802,1950,0.02485089463220676,-0.0001249196130887406
52,0.05,2,effusion,463,0.11802192199847056,9261,0.1180226334301881,-7.114317175371809e-07
52,0.05,3,infiltration,696,0.17741524343614581,13914,0.17732069123719224,9.455219895357359e-05
52,0.05,4,mass,199,0.05072648483303594,3988,0.05082326553499516,-9.678070195921762e-05
52,0.05,5,nodule,219,0.055824624012235535,4375,0.0557552123158485,6.94116963870367e-05
52,0.05,6,pneumonia,49,0.012490440989039,978,0.01246367946169139,2.676152734761017e-05
52,0.05,7,pneumothorax,185,0.04715778740759623,3705,0.04721669980119284,-5.8912393596614876e-05
52,0.05,8,consolidation,163,0.04154983431047667,3263,0.041583830351225974,-3.399604074930118e-05
52,0.05,9,edema,84,0.021412184552638287,1690,0.021537442014579192,-0.0001252574619409058
52,0.05,10,emphysema,90,0.022941626306398163,1799,0.022926543304276903,1.508300212126057e-05
52,0.05,11,fibrosis,58,0.014784603619678817,1158,0.014757608196972014,2.699542270680373e-05
52,0.05,12,pleural,114,0.029059393321437674,2279,0.029043686598358567,1.5706723079107754e-05
52,0.05,13,hernia,7,0.0017843487127198571,144,0.001835142988224499,-5.079427550464194e-05
52,0.1,0,atelectasis,800,0.10194978972855868,7996,0.10190141204057705,4.837768798163222e-05
52,0.1,1,cardiomegaly,195,0.02485026124633618,1950,0.02485089463220676,-6.333858705818984e-07
52,0.1,2,effusion,926,0.11800688161080668,9261,0.1180226334301881,-1.575181938141823e-05
52,0.1,3,infiltration,1392,0.1773926341276921,13914,0.17732069123719224,7.19428904998598e-05
52,0.1,4,mass,399,0.05084745762711865,3988,0.05082326553499516,2.4192092123488662e-05
52,0.1,5,nodule,438,0.05581750987638588,4375,0.0557552123158485,6.229756053738322e-05
52,0.1,6,pneumonia,98,0.012488849241748439,978,0.01246367946169139,2.5169780057048702e-05
52,0.1,7,pneumothorax,370,0.04715177774945839,3705,0.04721669980119284,-6.492205173445204e-05
52,0.1,8,consolidation,326,0.04154453931438767,3263,0.041583830351225974,-3.9291036838307036e-05
52,0.1,9,edema,169,0.02153689308015802,1690,0.021537442014579192,-5.489344211719038e-07
52,0.1,10,emphysema,180,0.022938702688925703,1799,0.022926543304276903,1.2159384648800092e-05
52,0.1,11,fibrosis,116,0.01478271951064101,1158,0.014757608196972014,2.5111313668996563e-05
52,0.1,12,pleural,228,0.029055690072639227,2279,0.029043686598358567,1.2003474280659898e-05
52,0.1,13,hernia,14,0.001784121320249777,144,0.001835142988224499,-5.102166797472203e-05
52,0.25,0,atelectasis,1999,0.10190141204057705,7996,0.10190141204057705,0.0
52,0.25,1,cardiomegaly,487,0.024825406535148087,1950,0.02485089463220676,-2.5488097058674192e-05
52,0.25,2,effusion,2315,0.11800988938165877,9261,0.1180226334301881,-1.2744048529328422e-05
52,0.25,3,infiltration,3479,0.1773461793342509,13914,0.17732069123719224,2.5488097058656844e-05
52,0.25,4,mass,997,0.05082326553499516,3988,0.05082326553499516,0.0
52,0.25,5,nodule,1094,0.055767956364377834,4375,0.0557552123158485,1.2744048529335361e-05
52,0.25,6,pneumonia,244,0.012438191364632716,978,0.01246367946169139,-2.5488097058674192e-05
52,0.25,7,pneumothorax,926,0.04720395575266351,3705,0.04721669980119284,-1.2744048529335361e-05
52,0.25,8,consolidation,816,0.041596574399755316,3263,0.041583830351225974,1.27440485293423e-05
52,0.25,9,edema,423,0.021562930111637867,1690,0.021537442014579192,2.5488097058674192e-05
52,0.25,10,emphysema,450,0.022939287352806238,1799,0.022926543304276903,1.2744048529335361e-05
52,0.25,11,fibrosis,290,0.014783096294030688,1158,0.014757608196972014,2.5488097058674192e-05
52,0.25,12,pleural,570,0.029056430646887902,2279,0.029043686598358567,1.2744048529335361e-05
52,0.25,13,hernia,36,0.001835142988224499,144,0.001835142988224499,0.0
52,0.5,0,atelectasis,3998,0.10190141204057705,7996,0.10190141204057705,0.0
52,0.5,1,cardiomegaly,975,0.02485089463220676,1950,0.02485089463220676,0.0
52,0.5,2,effusion,4630,0.11800988938165877,9261,0.1180226334301881,-1.2744048529328422e-05
52,0.5,3,infiltration,6957,0.17732069123719224,13914,0.17732069123719224,0.0
52,0.5,4,mass,1994,0.05082326553499516,3988,0.05082326553499516,0.0
52,0.5,5,nodule,2187,0.05574246826731916,4375,0.0557552123158485,-1.2744048529335361e-05
52,0.5,6,pneumonia,489,0.01246367946169139,978,0.01246367946169139,0.0
52,0.5,7,pneumothorax,1852,0.04720395575266351,3705,0.04721669980119284,-1.2744048529335361e-05
52,0.5,8,consolidation,1631,0.04157108630269664,3263,0.041583830351225974,-1.2744048529335361e-05
52,0.5,9,edema,845,0.021537442014579192,1690,0.021537442014579192,0.0
52,0.5,10,emphysema,899,0.022913799255747568,1799,0.022926543304276903,-1.2744048529335361e-05
52,0.5,11,fibrosis,579,0.014757608196972014,1158,0.014757608196972014,0.0
52,0.5,12,pleural,1139,0.02903094254982923,2279,0.029043686598358567,-1.2744048529335361e-05
52,0.5,13,hernia,72,0.001835142988224499,144,0.001835142988224499,0.0
52,1.0,0,atelectasis,7996,0.10190141204057705,7996,0.10190141204057705,0.0
52,1.0,1,cardiomegaly,1950,0.02485089463220676,1950,0.02485089463220676,0.0
52,1.0,2,effusion,9261,0.1180226334301881,9261,0.1180226334301881,0.0
52,1.0,3,infiltration,13914,0.17732069123719224,13914,0.17732069123719224,0.0
52,1.0,4,mass,3988,0.05082326553499516,3988,0.05082326553499516,0.0
52,1.0,5,nodule,4375,0.0557552123158485,4375,0.0557552123158485,0.0
52,1.0,6,pneumonia,978,0.01246367946169139,978,0.01246367946169139,0.0
52,1.0,7,pneumothorax,3705,0.04721669980119284,3705,0.04721669980119284,0.0
52,1.0,8,consolidation,3263,0.041583830351225974,3263,0.041583830351225974,0.0
52,1.0,9,edema,1690,0.021537442014579192,1690,0.021537442014579192,0.0
52,1.0,10,emphysema,1799,0.022926543304276903,1799,0.022926543304276903,0.0
52,1.0,11,fibrosis,1158,0.014757608196972014,1158,0.014757608196972014,0.0
52,1.0,12,pleural,2279,0.029043686598358567,2279,0.029043686598358567,0.0
52,1.0,13,hernia,144,0.001835142988224499,144,0.001835142988224499,0.0
